id,name,fullname,density,type,resourceType,apiGravity,sulfurContent,closestAncestorGrade,closestAncestorCommodity,closestAncestorGroup,closestAncestorFamily,energyDensity,densityUnit,expansionRatio,ancestors
2044,Potash,Potash (MOP),833.0,commodity,product,,,,"{'id': 2044, 'fullName': 'Potash (MOP)', 'name': 'Potash', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1490, 'fullName': 'Fertilizer', 'name': 'Fertilizer', 'type': 'group', 'resourceType': 'product'}","{'id': 1854, 'fullName': 'Minor Bulks', 'name': 'Minor Bulks', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 2044, 'fullName': 'Potash (MOP)', 'name': 'Potash', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1490, 'fullName': 'Fertilizer', 'name': 'Fertilizer', 'type': 'group', 'resourceType': 'product'}, {'id': 1854, 'fullName': 'Minor Bulks', 'name': 'Minor Bulks', 'type': 'family', 'resourceType': 'product'}, {'id': 1414, 'fullName': 'Dry Bulk', 'name': 'Dry Bulk', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
2114,Ross/Blake,Ross/Blake,839.762,grade,product,37.0,0.25,"{'id': 2114, 'fullName': 'Ross/Blake', 'name': 'Ross/Blake', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 2114, 'fullName': 'Ross/Blake', 'name': 'Ross/Blake', 'type': 'grade', 'resourceType': 'product'}, {'id': 2880, 'fullName': 'UK Crude', 'name': 'UK Crude', 'type': 'grade', 'resourceType': 'product'}, {'id': 1932, 'fullName': 'North Sea', 'name': 'North Sea', 'type': 'grade', 'resourceType': 'product'}, {'id': 1930, 'fullName': 'Northern Europe', 'name': 'N. Europe', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
2116,Rubiales,rubiales,982.0,grade,product,12.6,1.34,"{'id': 2116, 'fullName': 'rubiales', 'name': 'Rubiales', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 2116, 'fullName': 'rubiales', 'name': 'Rubiales', 'type': 'grade', 'resourceType': 'product'}, {'id': 2864, 'fullName': 'Colombia Crude', 'name': 'Colombia Crude', 'type': 'grade', 'resourceType': 'product'}, {'id': 2200, 'fullName': 'South America', 'name': 'S. Amer', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
2050,Processed Phosphates,Processed Phosphates,833.0,commodity,product,,,,"{'id': 2050, 'fullName': 'Processed Phosphates', 'name': 'Processed Phosphates', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1490, 'fullName': 'Fertilizer', 'name': 'Fertilizer', 'type': 'group', 'resourceType': 'product'}","{'id': 1854, 'fullName': 'Minor Bulks', 'name': 'Minor Bulks', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 2050, 'fullName': 'Processed Phosphates', 'name': 'Processed Phosphates', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1490, 'fullName': 'Fertilizer', 'name': 'Fertilizer', 'type': 'group', 'resourceType': 'product'}, {'id': 1854, 'fullName': 'Minor Bulks', 'name': 'Minor Bulks', 'type': 'family', 'resourceType': 'product'}, {'id': 1414, 'fullName': 'Dry Bulk', 'name': 'Dry Bulk', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
2120,Rye,Rye,833.0,commodity,product,,,,"{'id': 2120, 'fullName': 'Rye', 'name': 'Rye', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1554, 'fullName': 'Grains', 'name': 'Grains', 'type': 'group', 'resourceType': 'product'}","{'id': 2676, 'fullName': 'Softs', 'name': 'Softs', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 2120, 'fullName': 'Rye', 'name': 'Rye', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1554, 'fullName': 'Grains', 'name': 'Grains', 'type': 'group', 'resourceType': 'product'}, {'id': 2721, 'fullName': 'Major Softs', 'name': 'Major Softs', 'type': 'group', 'resourceType': 'product'}, {'id': 2676, 'fullName': 'Softs', 'name': 'Softs', 'type': 'family', 'resourceType': 'product'}, {'id': 1792, 'fullName': 'Major Bulks', 'name': 'Major Bulks', 'type': 'family', 'resourceType': 'product'}, {'id': 1414, 'fullName': 'Dry Bulk', 'name': 'Dry Bulk', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
2122,Sable Island Co.,Sable Island Condensate,742.392,grade,product,59.1,0.03,"{'id': 2122, 'fullName': 'Sable Island Condensate', 'name': 'Sable Island Co.', 'type': 'grade', 'resourceType': 'product'}","{'id': 1348, 'fullName': 'condensate', 'name': 'Condensate', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 2122, 'fullName': 'Sable Island Condensate', 'name': 'Sable Island Co.', 'type': 'grade', 'resourceType': 'product'}, {'id': 1928, 'fullName': 'Northern America Condensate', 'name': 'N. Amer Co.', 'type': 'grade', 'resourceType': 'product'}, {'id': 1348, 'fullName': 'condensate', 'name': 'Condensate', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
2056,PG,Propylene Glycol,1032.0,grade,product,,,"{'id': 2056, 'fullName': 'Propylene Glycol', 'name': 'PG', 'type': 'grade', 'resourceType': 'product'}","{'id': 2808, 'fullName': 'Glycols', 'name': 'Glycols', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1312, 'fullName': 'Chemicals', 'name': 'Chemicals', 'type': 'group', 'resourceType': 'product'}","{'id': 1920, 'fullName': 'Chem/Bio', 'name': 'Chem/Bio', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 2056, 'fullName': 'Propylene Glycol', 'name': 'PG', 'type': 'grade', 'resourceType': 'product'}, {'id': 2808, 'fullName': 'Glycols', 'name': 'Glycols', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1312, 'fullName': 'Chemicals', 'name': 'Chemicals', 'type': 'group', 'resourceType': 'product'}, {'id': 1920, 'fullName': 'Chem/Bio', 'name': 'Chem/Bio', 'type': 'family', 'resourceType': 'product'}, {'id': 1362, 'fullName': 'CPP', 'name': 'Clean', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
2124,Sah Bl.,saharan blend,799.0,grade,product,45.5,0.1,"{'id': 2124, 'fullName': 'saharan blend', 'name': 'Sah Bl.', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 2124, 'fullName': 'saharan blend', 'name': 'Sah Bl.', 'type': 'grade', 'resourceType': 'product'}, {'id': 1924, 'fullName': 'Northern Africa', 'name': 'N. Africa', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
2058,PCI,Pulverized Coal Injection,833.0,grade,product,,,"{'id': 2058, 'fullName': 'Pulverized Coal Injection', 'name': 'PCI', 'type': 'grade', 'resourceType': 'product'}","{'id': 1838, 'fullName': 'Metallurgical Coal', 'name': 'Metallurgical', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1334, 'fullName': 'Coal', 'name': 'Coal', 'type': 'group', 'resourceType': 'product'}","{'id': 1792, 'fullName': 'Major Bulks', 'name': 'Major Bulks', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 2058, 'fullName': 'Pulverized Coal Injection', 'name': 'PCI', 'type': 'grade', 'resourceType': 'product'}, {'id': 1838, 'fullName': 'Metallurgical Coal', 'name': 'Metallurgical', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1334, 'fullName': 'Coal', 'name': 'Coal', 'type': 'group', 'resourceType': 'product'}, {'id': 1792, 'fullName': 'Major Bulks', 'name': 'Major Bulks', 'type': 'family', 'resourceType': 'product'}, {'id': 1414, 'fullName': 'Dry Bulk', 'name': 'Dry Bulk', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1444,Sharara,el sharara,815.0,grade,product,42.1,0.07,"{'id': 1444, 'fullName': 'el sharara', 'name': 'Sharara', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1444, 'fullName': 'el sharara', 'name': 'Sharara', 'type': 'grade', 'resourceType': 'product'}, {'id': 2884, 'fullName': 'Libya Crude', 'name': 'Libya Crude', 'type': 'grade', 'resourceType': 'product'}, {'id': 1924, 'fullName': 'Northern Africa', 'name': 'N. Africa', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1446,Emeraude,emeraude,912.0,grade,product,23.6,0.5,"{'id': 1446, 'fullName': 'emeraude', 'name': 'Emeraude', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1446, 'fullName': 'emeraude', 'name': 'Emeraude', 'type': 'grade', 'resourceType': 'product'}, {'id': 2388, 'fullName': 'Western Africa', 'name': 'WAF', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1448,Enfield,enfield,924.0,grade,product,21.7,0.13,"{'id': 1448, 'fullName': 'enfield', 'name': 'Enfield', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1448, 'fullName': 'enfield', 'name': 'Enfield', 'type': 'grade', 'resourceType': 'product'}, {'id': 2866, 'fullName': 'Australia Crude', 'name': 'Australia Crude', 'type': 'grade', 'resourceType': 'product'}, {'id': 1126, 'fullName': 'Asia-Pacific', 'name': 'APAC', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1450,Eocene,eocene,940.0,grade,product,18.9,4.26,"{'id': 1450, 'fullName': 'eocene', 'name': 'Eocene', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1450, 'fullName': 'eocene', 'name': 'Eocene', 'type': 'grade', 'resourceType': 'product'}, {'id': 2524, 'fullName': 'Wafra', 'name': 'Wafra', 'type': 'grade', 'resourceType': 'product'}, {'id': 1848, 'fullName': 'Middle East', 'name': 'ME', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1452,Erawan Co.,Erawan condensate,742.782,grade,product,59.0,0.1,"{'id': 1452, 'fullName': 'Erawan condensate', 'name': 'Erawan Co.', 'type': 'grade', 'resourceType': 'product'}","{'id': 1348, 'fullName': 'condensate', 'name': 'Condensate', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1452, 'fullName': 'Erawan condensate', 'name': 'Erawan Co.', 'type': 'grade', 'resourceType': 'product'}, {'id': 2871, 'fullName': 'Thailand Condensate', 'name': 'Thailand Co.', 'type': 'grade', 'resourceType': 'product'}, {'id': 1090, 'fullName': 'APAC Condensate', 'name': 'APAC Co.', 'type': 'grade', 'resourceType': 'product'}, {'id': 1348, 'fullName': 'condensate', 'name': 'Condensate', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1454,Erha,erha,867.034,grade,product,31.7,0.17,"{'id': 1454, 'fullName': 'erha', 'name': 'Erha', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1454, 'fullName': 'erha', 'name': 'Erha', 'type': 'grade', 'resourceType': 'product'}, {'id': 2887, 'fullName': 'Nigeria Crude', 'name': 'Nigeria Crude', 'type': 'grade', 'resourceType': 'product'}, {'id': 2388, 'fullName': 'Western Africa', 'name': 'WAF', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
1456,Escalante,escalante,910.0,grade,product,24.0,0.2,"{'id': 1456, 'fullName': 'escalante', 'name': 'Escalante', 'type': 'grade', 'resourceType': 'product'}","{'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}","{'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}","{'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}",26948.236,kg/cm,1.0,"[{'id': 1456, 'fullName': 'escalante', 'name': 'Escalante', 'type': 'grade', 'resourceType': 'product'}, {'id': 2861, 'fullName': 'Argentina Crude', 'name': 'Argentina Crude', 'type': 'grade', 'resourceType': 'product'}, {'id': 2200, 'fullName': 'South America', 'name': 'S. Amer', 'type': 'grade', 'resourceType': 'product'}, {'id': 1368, 'fullName': 'Crude Oil', 'name': 'Crude', 'type': 'commodity', 'resourceType': 'product'}, {'id': 1370, 'fullName': 'Crude Oil/Condensate', 'name': 'Crude/Co', 'type': 'group', 'resourceType': 'product'}, {'id': 1398, 'fullName': 'Dirty', 'name': 'Dirty', 'type': 'family', 'resourceType': 'product'}, {'id': 1746, 'fullName': 'Liquids', 'name': 'Liquids', 'type': 'family', 'resourceType': 'product'}, {'id': 2447, 'fullName': 'Commodities', 'name': 'Commodities', 'type': 'family', 'resourceType': 'product'}]"
