port_unlocode,move_type,ship_mmsi,ship_imo,date_utc,load_status,port_operation,draught,terminal_id,berth_id
RUVVO,departure,273218180,9183829,2022-01-12T11:50:00Z,fully_laden,none,8.2,NA,NA
RUNVS,departure,273324070,9599341,2022-01-12T11:06:00Z,fully_laden,load,4.5,NA,NA
RUVVO,departure,538008813,9282986,2022-01-12T09:41:00Z,fully_laden,load,10,NA,NA
RULED,departure,256791000,9435313,2022-01-12T09:22:00Z,fully_laden,load,7.1,NA,NA
RUTAG,departure,273355910,9560936,2022-01-12T09:12:00Z,fully_laden,load,4.5,NA,NA
RULED,departure,266235000,9301873,2022-01-12T09:07:00Z,fully_laden,load,9.5,NA,NA
RUPRI,departure,538005407,9696577,2022-01-12T08:26:00Z,fully_laden,load,11.3,NA,NA
RUVVO,departure,538008813,9282986,2022-01-12T08:25:00Z,partially_laden,load,9.1,NA,NA
RULED,departure,257840000,9341184,2022-01-12T08:11:00Z,partially_laden,load,8,NA,NA
RUYEY,departure,273355800,9540340,2022-01-12T07:25:00Z,fully_laden,load,4.1,NA,NA
RUNVS,departure,538009175,9386536,2022-01-12T07:15:00Z,fully_laden,load,13.5,NA,NA
RUSKA,departure,273326750,8906951,2022-01-12T06:10:00Z,partially_laden,none,6.8,NA,NA
RUAZO,departure,273445480,9313589,2022-01-12T04:05:00Z,fully_laden,load,3.6,NA,NA
RUNVS,departure,248132000,9464352,2022-01-12T02:50:00Z,fully_laden,load,11,NA,NA
RUULU,departure,538004371,9482562,2022-01-12T02:16:00Z,fully_laden,load,10.5,NA,NA
RUNVS,departure,538009010,9377664,2022-01-12T01:58:00Z,fully_laden,load,11.1,NA,NA
RUPRI,departure,255806262,9851696,2022-01-12T01:31:00Z,fully_laden,load,10.3,NA,NA
RUTAM,departure,636021156,9858797,2022-01-12T00:51:00Z,fully_laden,none,9,NA,NA
RUNVS,departure,538008331,9411226,2022-01-12T00:47:00Z,fully_laden,load,16,NA,NA
RUNVS,departure,247382400,9231171,2022-01-11T23:50:00Z,fully_laden,load,9.6,NA,NA
RUNVS,departure,215514000,9843211,2022-01-11T23:48:00Z,fully_laden,load,13.3,NA,NA
RUYEY,departure,273318520,9354636,2022-01-11T23:18:00Z,fully_laden,load,4.3,NA,NA
RULED,departure,273357860,9645009,2022-01-11T23:14:00Z,fully_laden,load,4.2,NA,NA
RUULU,departure,259077000,9235892,2022-01-11T20:04:00Z,fully_laden,load,15.2,NA,NA
RUNVS,departure,273353450,9640516,2022-01-11T17:51:00Z,fully_laden,load,4.2,NA,NA
RUNVS,departure,636013272,9339301,2022-01-11T16:01:00Z,fully_laden,load,13.4,NA,NA
RUAZO,departure,273351320,9598359,2022-01-11T15:06:00Z,fully_laden,load,3.8,NA,NA
RUPRI,departure,248022000,9737395,2022-01-11T14:47:00Z,fully_laden,load,14.5,NA,NA
RUAZO,departure,273398850,9838864,2022-01-11T14:19:00Z,fully_laden,load,4,NA,NA
RUAZO,departure,273352320,9598361,2022-01-11T13:55:00Z,fully_laden,load,3.8,NA,NA
RUYEY,departure,273355680,9645061,2022-01-11T13:44:00Z,fully_laden,load,4.1,NA,NA
RUVNN,departure,273359970,9217321,2022-01-11T12:42:00Z,fully_laden,load,6.2,NA,NA
RUULU,departure,636017655,9397547,2022-01-11T11:52:00Z,fully_laden,load,11.5,NA,NA
RUULU,departure,273426280,9151890,2022-01-11T11:23:00Z,fully_laden,load,7,NA,NA
RUNVS,departure,311000903,9878905,2022-01-11T09:43:00Z,fully_laden,load,15.2,NA,NA
RUTUA,departure,229357000,9299496,2022-01-11T09:37:00Z,fully_laden,load,10.6,NA,NA
RUTMR,departure,273358170,9645011,2022-01-11T09:30:00Z,fully_laden,load,4.2,NA,NA
RUULU,departure,636019072,9829100,2022-01-11T09:14:00Z,fully_laden,load,14.4,NA,NA
RUULU,departure,247422700,9474450,2022-01-11T08:34:00Z,partially_laden,none,6.5,NA,NA
RUNVS,departure,273427090,9766085,2022-01-11T06:34:00Z,partially_laden,none,5.2,NA,NA
RUULU,departure,477150600,9740471,2022-01-11T04:57:00Z,fully_laden,load,14,NA,NA
RUKOZ,departure,374849000,9783928,2022-01-11T04:31:00Z,fully_laden,load,14.5,NA,NA
RUTAM,departure,319768000,9301964,2022-01-11T03:45:00Z,fully_laden,load,12.7,NA,NA
RUPRI,departure,538008324,9347308,2022-01-11T02:55:00Z,fully_laden,load,11.1,NA,NA
RUNVS,departure,255806172,9319870,2022-01-11T02:46:00Z,fully_laden,load,11.3,NA,NA
RUVYS,departure,538002778,9323390,2022-01-11T01:21:00Z,fully_laden,load,12.2,NA,NA
RUAZO,departure,273433680,9300350,2022-01-10T23:50:00Z,fully_laden,load,3.7,NA,NA
RUNVS,departure,215515000,9843209,2022-01-10T23:23:00Z,fully_laden,load,13.7,NA,NA
RUTAG,departure,273355380,9648221,2022-01-10T22:57:00Z,fully_laden,load,3.6,NA,NA
RUTAM,departure,538005575,9296418,2022-01-10T21:39:00Z,fully_laden,load,14,NA,NA
RUBLT,departure,247224200,9383443,2022-01-10T21:14:00Z,partially_laden,none,7.2,NA,NA
RULED,departure,273358390,9645097,2022-01-10T21:13:00Z,fully_laden,load,3.7,NA,NA
RUULU,departure,238252000,9334739,2022-01-10T21:07:00Z,fully_laden,load,14.9,NA,NA
RUNVS,departure,273415140,9164512,2022-01-10T21:06:00Z,fully_laden,none,8,NA,NA
RUSTY,departure,247224200,9383443,2022-01-10T20:03:00Z,partially_laden,load,7.2,NA,NA
NA,departure,436000032,9323106,2022-01-10T19:39:00Z,fully_laden,load,6.5,NA,NA
RUNVS,departure,636019181,9867803,2022-01-10T18:19:00Z,fully_laden,load,12.8,NA,NA
RUPRI,departure,538006621,9726580,2022-01-10T17:31:00Z,fully_laden,load,14.5,NA,NA
RUNVS,departure,248822000,9420629,2022-01-10T17:21:00Z,fully_laden,load,13.7,NA,NA
RUNVS,departure,215926000,9305855,2022-01-10T16:39:00Z,fully_laden,load,12.7,NA,NA
RUKZP,departure,273442410,9278959,2022-01-10T16:25:00Z,fully_laden,none,3.7,NA,NA
RUTUA,departure,273359070,9540352,2022-01-10T15:14:00Z,fully_laden,load,4,NA,NA
RUBLT,departure,248891000,9268239,2022-01-10T15:00:00Z,fully_laden,none,6.6,NA,NA
RUSTY,departure,248891000,9268239,2022-01-10T13:53:00Z,fully_laden,load,6.6,NA,NA
RUVYS,departure,273350170,8821761,2022-01-10T13:35:00Z,fully_laden,none,6.4,NA,NA
RUVYS,departure,212182000,9299862,2022-01-10T12:48:00Z,fully_laden,load,10.2,NA,NA
RUYEY,departure,273331440,9645982,2022-01-10T12:36:00Z,fully_laden,load,4.2,NA,NA
RUNVS,departure,273393370,9804227,2022-01-10T12:19:00Z,fully_laden,load,4.2,NA,NA
RUVVO,departure,273350980,9038969,2022-01-10T12:09:00Z,fully_laden,none,7.9,NA,NA
RUAZO,departure,273351430,9630975,2022-01-10T10:41:00Z,fully_laden,load,3.8,NA,NA
RUPRI,departure,538003816,9290828,2022-01-10T10:29:00Z,fully_laden,load,10.9,NA,NA
RUKOZ,departure,412471000,9845996,2022-01-10T10:08:00Z,fully_laden,load,14.1,NA,NA
RUULU,departure,211881000,9352303,2022-01-10T10:07:00Z,fully_laden,load,9.5,NA,NA
RUSEW,departure,273454890,9299161,2022-01-10T08:36:00Z,fully_laden,load,7.6,NA,NA
RUNVS,departure,563136900,9916616,2022-01-10T07:47:00Z,fully_laden,load,10.4,NA,NA
RUVYP,departure,636019261,9379129,2022-01-10T07:14:00Z,partially_laden,load,9.6,NA,NA
RUULU,departure,273337270,9299173,2022-01-10T07:04:00Z,fully_laden,none,7.1,NA,NA
RUROV,departure,273433680,9300350,2022-01-10T05:00:00Z,partially_laden,none,2.9,NA,NA
RUTUA,departure,636021413,9231183,2022-01-10T04:56:00Z,fully_laden,load,9.9,NA,NA
RUKZP,departure,273357390,9645073,2022-01-10T03:57:00Z,fully_laden,load,4.2,NA,NA
RUDUD,departure,273435910,9194012,2022-01-09T23:52:00Z,fully_laden,none,9.2,NA,NA
RUPRI,departure,566598000,9729283,2022-01-09T23:50:00Z,fully_laden,load,10.8,NA,NA
RUNJK,departure,215925000,9305867,2022-01-09T20:49:00Z,fully_laden,load,12.4,NA,NA
RUROV,departure,273351430,9630975,2022-01-09T20:21:00Z,partially_laden,none,2.9,NA,NA
RUULU,departure,636018959,9826902,2022-01-09T19:49:00Z,fully_laden,load,14.4,NA,NA
RUTMR,departure,273384070,9637973,2022-01-09T19:43:00Z,fully_laden,load,4,NA,NA
RUAZO,departure,273333670,9645114,2022-01-09T19:27:00Z,partially_laden,none,3.2,NA,NA
RUPRI,departure,636018830,9826897,2022-01-09T18:01:00Z,fully_laden,load,14.3,NA,NA
RUNVS,departure,249856000,9776767,2022-01-09T17:27:00Z,fully_laden,load,13.7,NA,NA
RUULU,departure,309401000,9297890,2022-01-09T16:25:00Z,partially_laden,load,12.3,NA,NA
RUNVS,departure,273371330,9418509,2022-01-09T14:36:00Z,fully_laden,none,6.9,NA,NA
RUNVS,departure,636014191,9413559,2022-01-09T14:00:00Z,fully_laden,load,13.7,NA,NA
RUKOZ,departure,563062800,9783904,2022-01-09T13:59:00Z,fully_laden,load,14.3,NA,NA
RULED,departure,273353180,9645047,2022-01-09T11:51:00Z,fully_laden,load,4.3,NA,NA
RULED,departure,275484000,9169782,2022-01-09T11:23:00Z,fully_laden,load,8.9,NA,NA
RUMMK,departure,273430430,9167930,2022-01-09T10:47:00Z,fully_laden,load,6.7,NA,NA
RUTAM,departure,636021156,9858797,2022-01-09T10:44:00Z,fully_laden,none,9,NA,NA
RUPRI,departure,538005401,9686883,2022-01-09T10:07:00Z,fully_laden,load,11.3,NA,NA
RUAZO,departure,273433680,9300350,2022-01-09T09:34:00Z,partially_laden,none,2.9,NA,NA
RUAZO,departure,273352430,9626699,2022-01-09T09:32:00Z,fully_laden,load,3.5,NA,NA
RUTUA,departure,566030000,9431288,2022-01-09T08:49:00Z,fully_laden,load,10.6,NA,NA
RUNVS,departure,255806172,9319870,2022-01-09T08:14:00Z,partially_laden,load,9.5,NA,NA
RUBLT,departure,219279000,9389502,2022-01-09T07:50:00Z,partially_laden,none,7.7,NA,NA
RUNVS,departure,273353450,9640516,2022-01-09T06:52:00Z,partially_laden,load,3.5,NA,NA
RUDKA,departure,209595000,9301407,2022-01-09T04:43:00Z,fully_laden,load,14.3,NA,NA
RUNVS,departure,249981000,9759800,2022-01-09T04:06:00Z,fully_laden,load,13.7,NA,NA
RUKZP,departure,273353340,9602825,2022-01-09T03:51:00Z,fully_laden,load,4.4,NA,NA
RUTUA,departure,256076000,9379325,2022-01-09T03:38:00Z,partially_laden,load,10,NA,NA
RULED,departure,273337270,9299173,2022-01-09T02:30:00Z,fully_laden,load,7.1,NA,NA
RUNVS,departure,249971000,9303728,2022-01-09T01:52:00Z,fully_laden,load,11.3,NA,NA
RUVYS,departure,249986000,9765029,2022-01-09T01:31:00Z,fully_laden,load,12.8,NA,NA
RUAZO,departure,273351430,9630975,2022-01-09T01:18:00Z,partially_laden,none,2.9,NA,NA
RUBLT,departure,248891000,9268239,2022-01-09T01:07:00Z,partially_laden,none,5,NA,NA
RUVVO,departure,538007496,9226009,2022-01-08T21:18:00Z,fully_laden,none,9.1,NA,NA
RUNVS,departure,241350000,9694658,2022-01-08T21:16:00Z,fully_laden,load,12.9,NA,NA
RUULU,departure,248024000,9737400,2022-01-08T21:13:00Z,fully_laden,load,14.3,NA,NA
RUBNK,departure,273350170,8821761,2022-01-08T21:10:00Z,fully_laden,none,6.8,NA,NA
RUVVO,departure,538007496,9226009,2022-01-08T20:10:00Z,fully_laden,load,9.1,NA,NA
RUPRI,departure,240175000,9276573,2022-01-08T19:00:00Z,fully_laden,load,14.9,NA,NA
NA,departure,273216480,9492842,2022-01-08T18:19:00Z,fully_laden,load,6.5,NA,NA
RUNVS,departure,538004518,9416551,2022-01-08T17:51:00Z,fully_laden,load,11.6,NA,NA
RUPRI,departure,248006000,9737383,2022-01-08T16:02:00Z,fully_laden,load,14.5,NA,NA
RUAZO,departure,273357420,9610262,2022-01-08T15:16:00Z,fully_laden,load,3.7,NA,NA
RUPRI,departure,255806263,9851701,2022-01-08T14:11:00Z,fully_laden,load,10.1,NA,NA
RUNVS,departure,636016274,9333785,2022-01-08T12:23:00Z,fully_laden,load,13.4,NA,NA
RUVVO,departure,273350980,9038969,2022-01-08T12:10:00Z,fully_laden,none,7.9,NA,NA
NA,departure,273391160,9759939,2022-01-08T12:03:00Z,fully_laden,none,8.8,NA,NA
RUYEY,departure,273352050,9517082,2022-01-08T11:55:00Z,fully_laden,load,3.8,NA,NA
RUULU,departure,249857000,9776755,2022-01-08T11:54:00Z,fully_laden,load,14.6,NA,NA
RULED,departure,211422510,9255490,2022-01-08T11:44:00Z,fully_laden,load,11,NA,NA
RUNVS,departure,241751000,9314870,2022-01-08T11:34:00Z,fully_laden,none,10.1,NA,NA
RULED,departure,273350170,8821761,2022-01-08T11:22:00Z,fully_laden,none,7,NA,NA
RUTUA,departure,271001000,9445382,2022-01-08T11:15:00Z,fully_laden,load,6.6,NA,NA
RUVVO,departure,273350980,9038969,2022-01-08T10:09:00Z,fully_laden,load,7.9,NA,NA
RUKOZ,departure,240531000,9305609,2022-01-08T09:56:00Z,fully_laden,load,14,NA,NA
RUVYP,departure,215925000,9305867,2022-01-08T08:57:00Z,partially_laden,load,9.7,NA,NA
RUNVS,departure,248410000,9773923,2022-01-08T08:53:00Z,fully_laden,load,14.2,NA,NA
RUTMR,departure,273359390,9645102,2022-01-08T04:41:00Z,fully_laden,load,4.2,NA,NA
RUTUA,departure,538002073,9253258,2022-01-08T04:30:00Z,fully_laden,load,10.2,NA,NA
RUAZO,departure,273327420,9687992,2022-01-08T04:28:00Z,fully_laden,load,3.8,NA,NA
RUKOZ,departure,413848000,9846005,2022-01-08T03:50:00Z,fully_laden,load,14.2,NA,NA
RUPRI,departure,538002579,9312913,2022-01-08T02:09:00Z,fully_laden,load,11,NA,NA
RULED,departure,538007532,9327384,2022-01-08T00:57:00Z,fully_laden,load,10.8,NA,NA
RUKZP,departure,273313860,9417050,2022-01-07T22:10:00Z,fully_laden,none,3.8,NA,NA
RUTMR,departure,273440780,9297199,2022-01-07T22:03:00Z,fully_laden,load,4.3,NA,NA
RUNVS,departure,319131300,9818230,2022-01-07T21:19:00Z,fully_laden,load,15.4,NA,NA
RUNVS,departure,311000534,9752797,2022-01-07T16:55:00Z,fully_laden,load,13.7,NA,NA
RUVVO,departure,538007496,9226009,2022-01-07T16:23:00Z,partially_laden,none,7.7,NA,NA
RUNVS,departure,273371330,9418509,2022-01-07T16:13:00Z,fully_laden,none,6.6,NA,NA
RUVYS,departure,219353000,9724544,2022-01-07T15:26:00Z,fully_laden,load,10,NA,NA
RUAZO,departure,273353260,9612911,2022-01-07T14:42:00Z,fully_laden,load,4,NA,NA
RUTMR,departure,273352260,9612909,2022-01-07T14:37:00Z,fully_laden,load,4.2,NA,NA
RUNVS,departure,636020407,9736690,2022-01-07T13:12:00Z,partially_laden,load,4.5,NA,NA
RULED,departure,273357860,9645009,2022-01-07T12:50:00Z,fully_laden,load,4.2,NA,NA
RUPRI,departure,538005398,9686871,2022-01-07T12:29:00Z,fully_laden,load,11.3,NA,NA
RULED,departure,210051000,9152820,2022-01-07T12:27:00Z,partially_laden,load,7.3,NA,NA
RULED,departure,215782000,9288734,2022-01-07T12:08:00Z,partially_laden,load,11,NA,NA
RUULU,departure,566579000,9725639,2022-01-07T11:29:00Z,fully_laden,load,10.8,NA,NA
RUPRI,departure,636014353,9511387,2022-01-07T10:45:00Z,fully_laden,load,14.1,NA,NA
RUARH,departure,212097000,9384435,2022-01-07T05:24:00Z,fully_laden,load,9.2,NA,NA
RUNVS,departure,256123000,9236640,2022-01-07T00:22:00Z,fully_laden,load,10.3,NA,NA
RUBLT,departure,229015000,9525584,2022-01-06T21:41:00Z,fully_laden,none,6.8,NA,NA
RUULU,departure,215810000,9290361,2022-01-06T21:28:00Z,fully_laden,load,14.9,NA,NA
RUSTY,departure,229015000,9525584,2022-01-06T20:32:00Z,fully_laden,load,6.8,NA,NA
RUAZO,departure,273448000,9260483,2022-01-06T20:19:00Z,fully_laden,load,4.1,NA,NA
RUNJK,departure,273326750,8906951,2022-01-06T19:14:00Z,fully_laden,load,8.2,NA,NA
RUULU,departure,249998000,9779953,2022-01-06T19:13:00Z,fully_laden,load,14.3,NA,NA
RUAZO,departure,273345600,8727939,2022-01-06T17:57:00Z,fully_laden,load,3.9,NA,NA
RUAZO,departure,273353720,9598385,2022-01-06T17:20:00Z,fully_laden,load,3.8,NA,NA
RUPRI,departure,636014189,9413547,2022-01-06T16:05:00Z,fully_laden,load,14.4,NA,NA
RUNVS,departure,241751000,9314870,2022-01-06T15:57:00Z,fully_laden,load,10.1,NA,NA
RUTUA,departure,248337000,9384095,2022-01-06T14:11:00Z,fully_laden,load,10.6,NA,NA
RUTUA,departure,538005221,9260079,2022-01-06T11:09:00Z,fully_laden,load,10.1,NA,NA
RUKOZ,departure,241367000,9346861,2022-01-06T11:07:00Z,fully_laden,load,14.2,NA,NA
RUDKA,departure,209225000,9301419,2022-01-06T09:50:00Z,fully_laden,load,14.3,NA,NA
RUYEY,departure,273314050,9376593,2022-01-06T07:52:00Z,fully_laden,load,3.8,NA,NA
RUPRI,departure,538005404,9691735,2022-01-06T04:16:00Z,fully_laden,load,11.3,NA,NA
RUSAB,departure,209387000,9817315,2022-01-06T02:19:00Z,fully_laden,load,12.2,NA,NA
RUULU,departure,240609000,9297541,2022-01-06T01:21:00Z,partially_laden,none,8.8,NA,NA
RUGDZ,departure,229069000,9633446,2022-01-05T23:04:00Z,fully_laden,none,15.6,NA,NA
RULED,departure,273358390,9645097,2022-01-05T22:40:00Z,fully_laden,load,4.2,NA,NA
RUROV,departure,273353720,9598385,2022-01-05T21:51:00Z,partially_laden,none,3.2,NA,NA
NA,departure,273212310,9837547,2022-01-05T19:56:00Z,fully_laden,none,8.7,NA,NA
NA,departure,436000393,9323091,2022-01-05T19:49:00Z,fully_laden,load,6.5,NA,NA
RUULU,departure,249855000,9777931,2022-01-05T18:54:00Z,fully_laden,load,14.6,NA,NA
RUAZO,departure,273318520,9354636,2022-01-05T17:02:00Z,fully_laden,load,3.9,NA,NA
RUASF,departure,273340640,9690212,2022-01-05T16:36:00Z,partially_laden,none,3.3,NA,NA
RUPRI,departure,209294000,9334571,2022-01-05T13:54:00Z,fully_laden,load,13.9,NA,NA
RUPRI,departure,538006769,9726592,2022-01-05T11:18:00Z,fully_laden,load,14.6,NA,NA
RUPKC,departure,273342530,8914855,2022-01-05T11:07:00Z,fully_laden,none,7.3,NA,NA
RUBLT,departure,266273000,9308558,2022-01-05T10:47:00Z,fully_laden,none,9.3,NA,NA
RUNVS,departure,311000516,9741815,2022-01-05T10:42:00Z,fully_laden,load,13.9,NA,NA
RUVYS,departure,636093029,9326897,2022-01-05T10:09:00Z,fully_laden,load,13.1,NA,NA
RUNVS,departure,229069000,9633446,2022-01-05T09:39:00Z,fully_laden,load,15.6,NA,NA
RUSTY,departure,266273000,9308558,2022-01-05T09:20:00Z,fully_laden,load,9.3,NA,NA
RUULU,departure,275484000,9169782,2022-01-05T08:31:00Z,partially_laden,load,8,NA,NA
RUVVO,departure,273430250,9262170,2022-01-05T05:59:00Z,partially_laden,none,5.4,NA,NA
RUULU,departure,218292000,9423449,2022-01-05T04:46:00Z,fully_laden,load,10.2,NA,NA
RUAZO,departure,273433590,9328663,2022-01-05T03:21:00Z,fully_laden,load,3.9,NA,NA
RUVVO,departure,538008765,9288930,2022-01-05T01:59:00Z,fully_laden,load,10.2,NA,NA
RUKZP,departure,273358180,9621560,2022-01-05T01:48:00Z,partially_laden,none,3.2,NA,NA
RUVYP,departure,273215560,9140827,2022-01-05T01:13:00Z,fully_laden,load,6.4,NA,NA
RUVVO,departure,538008765,9288930,2022-01-05T01:05:00Z,partially_laden,load,9.1,NA,NA
RUAZO,departure,273342100,8867143,2022-01-04T23:29:00Z,fully_laden,load,3.8,NA,NA
RUPKC,departure,273419360,9053206,2022-01-04T22:50:00Z,fully_laden,none,8.6,NA,NA
RULED,departure,212240000,9314818,2022-01-04T22:42:00Z,fully_laden,load,9.8,NA,NA
RUVYS,departure,218019000,9352315,2022-01-04T21:36:00Z,fully_laden,load,9.5,NA,NA
RUULU,departure,566579000,9725639,2022-01-04T20:51:00Z,partially_laden,load,9,NA,NA
RUAZO,departure,273331580,9683714,2022-01-04T19:18:00Z,fully_laden,load,4,NA,NA
RUAZO,departure,273392370,9804215,2022-01-04T19:09:00Z,fully_laden,load,4,NA,NA
RUNVS,departure,240778000,9408542,2022-01-04T17:42:00Z,fully_laden,load,13,NA,NA
RUAZO,departure,273353720,9598385,2022-01-04T17:37:00Z,partially_laden,none,3.2,NA,NA
RUPRI,departure,636018682,9826720,2022-01-04T16:06:00Z,fully_laden,load,14.3,NA,NA
RUNVS,departure,357258000,9683350,2022-01-04T15:50:00Z,fully_laden,load,12.8,NA,NA
RUULU,departure,636020839,9792864,2022-01-04T15:38:00Z,fully_laden,load,14.4,NA,NA
RUTMR,departure,273332580,9683726,2022-01-04T14:30:00Z,fully_laden,load,4.2,NA,NA
RUKOZ,departure,636015564,9610808,2022-01-04T13:00:00Z,fully_laden,load,13.4,NA,NA
RUTMR,departure,273352450,9640504,2022-01-04T12:46:00Z,fully_laden,load,4.2,NA,NA
RUULU,departure,259077000,9235892,2022-01-04T11:55:00Z,fully_laden,load,15.2,NA,NA
RUNVS,departure,538005410,9706463,2022-01-04T11:27:00Z,fully_laden,load,11.1,NA,NA
RUNJK,departure,273326750,8906951,2022-01-04T10:40:00Z,fully_laden,load,7.8,NA,NA
RUYEY,departure,423501100,9821471,2022-01-04T10:34:00Z,fully_laden,load,4.3,NA,NA
RUAZO,departure,273351260,9612923,2022-01-04T10:14:00Z,fully_laden,load,4,NA,NA
RUVYS,departure,273350170,8821761,2022-01-04T09:30:00Z,fully_laden,none,6.5,NA,NA
RUPRI,departure,538007533,9327360,2022-01-04T08:57:00Z,fully_laden,load,11,NA,NA
RUAZO,departure,273444390,9300348,2022-01-04T08:38:00Z,fully_laden,load,3.7,NA,NA
RUYEY,departure,273342520,9421958,2022-01-04T06:28:00Z,fully_laden,load,3.8,NA,NA
RUVVO,departure,273215290,9040077,2022-01-03T20:32:00Z,partially_laden,none,6.1,NA,NA
RUULU,departure,636017647,9384306,2022-01-03T20:07:00Z,fully_laden,load,11.7,NA,NA
RUPRI,departure,218057000,9380477,2022-01-03T19:41:00Z,fully_laden,load,10,NA,NA
NA,departure,273211370,9539810,2022-01-03T18:46:00Z,fully_laden,load,6.5,NA,NA
RUBLT,departure,266420000,9428085,2022-01-03T18:36:00Z,fully_laden,none,9.4,NA,NA
RUULU,departure,215004000,9326500,2022-01-03T18:16:00Z,fully_laden,load,11.1,NA,NA
RUSTY,departure,266420000,9428085,2022-01-03T17:19:00Z,fully_laden,load,9.4,NA,NA
RUNVS,departure,311000516,9741815,2022-01-03T17:04:00Z,partially_laden,load,9.8,NA,NA
RUULU,departure,273350170,8821761,2022-01-03T16:59:00Z,fully_laden,none,6.5,NA,NA
RUKOZ,departure,525107012,9248837,2022-01-03T16:44:00Z,fully_laden,load,13.7,NA,NA
RUNVS,departure,229069000,9633446,2022-01-03T16:19:00Z,partially_laden,load,11.3,NA,NA
RUNJK,departure,636013794,9417751,2022-01-03T16:00:00Z,fully_laden,none,12.5,NA,NA
RUPRI,departure,249549000,9297553,2022-01-03T14:27:00Z,fully_laden,load,15,NA,NA
RUVYS,departure,538009459,9312901,2022-01-03T14:03:00Z,fully_laden,load,11,NA,NA
RUNVS,departure,538005292,9260081,2022-01-03T13:47:00Z,fully_laden,load,9.9,NA,NA
RUNVS,departure,636014349,9411020,2022-01-03T12:44:00Z,fully_laden,load,16.3,NA,NA
RUNVS,departure,241751000,9314870,2022-01-03T11:27:00Z,partially_laden,none,8.4,NA,NA
RUAZO,departure,273433790,9340881,2022-01-03T10:58:00Z,fully_laden,load,3.6,NA,NA
RUULU,departure,636018830,9826897,2022-01-03T10:12:00Z,fully_laden,load,14.4,NA,NA
RULED,departure,256791000,9435313,2022-01-03T09:56:00Z,fully_laden,load,7.1,NA,NA
RULED,departure,273426280,9151890,2022-01-03T08:57:00Z,fully_laden,load,7.5,NA,NA
RUTMR,departure,273351450,9640499,2022-01-03T03:51:00Z,fully_laden,load,3.8,NA,NA
RUSKA,departure,273295660,9356610,2022-01-03T03:20:00Z,fully_laden,none,8,NA,NA
RUULU,departure,247102500,9268631,2022-01-03T03:04:00Z,partially_laden,load,8,NA,NA
RUVYS,departure,636093012,9352195,2022-01-03T02:29:00Z,fully_laden,load,10.4,NA,NA
RUBLT,departure,259721000,9255878,2022-01-03T01:25:00Z,fully_laden,none,7.9,NA,NA
RUARH,departure,273357330,9585273,2022-01-03T01:21:00Z,fully_laden,none,8.8,NA,NA
RUNVS,departure,256210000,9301897,2022-01-03T00:53:00Z,fully_laden,load,9.8,NA,NA
RUSTY,departure,259721000,9255878,2022-01-03T00:07:00Z,fully_laden,load,7.9,NA,NA
RUGDX,departure,273218180,9183829,2022-01-02T22:47:00Z,partially_laden,none,7.7,NA,NA
RUPRI,departure,636013276,9329655,2022-01-02T22:21:00Z,fully_laden,load,10.5,NA,NA
RUNVS,departure,538002071,9253234,2022-01-02T21:23:00Z,fully_laden,load,11.1,NA,NA
RUPRI,departure,249997000,9779965,2022-01-02T20:43:00Z,fully_laden,load,14.3,NA,NA
RUVVO,departure,273350980,9038969,2022-01-02T18:56:00Z,fully_laden,none,7.9,NA,NA
RUVVO,departure,273350980,9038969,2022-01-02T18:09:00Z,fully_laden,load,7.9,NA,NA
RUULU,departure,664444000,9365623,2022-01-02T18:01:00Z,fully_laden,load,10.6,NA,NA
